1_61,2_61,3_61,4_61,5_61,6_61,7_61,8_61,9_61,10_61,11_61,12_61,13_61,14_61,15_61
-1.6153388167203422,-1.6179622272584067,-1.6166894371613731,-1.6098258900728355,-1.6076046317650567,-1.596721343615281,-1.624863628640534,-1.6124251484719936,-1.6016413597353358,-1.605459345999133,-1.6355674480040558,-1.654552885310771,-1.671572491726121,-1.6884570119236444,-1.5644547605633268
-1.6026006233406749,-1.5921449724840706,-1.603257388034838,-1.5908220787854246,-1.599037705575936,-1.5768021710168676,-1.609507477357138,-1.5773500675405772,-1.5876037269530552,-1.5927032986596226,-1.6283226043770345,-1.6422785092859526,-1.6616607213858878,-1.6823148265208165,-1.553725634637857
-1.5819830558945058,-1.5912548412139322,-1.5683748355893468,-1.5731719657771963,-1.585207633916103,-1.5754275704574963,-1.5726575983110291,-1.5703821325415561,-1.5860229161919066,-1.5783220306806776,-1.5934185004851964,-1.6325854425750728,-1.651757975598686,-1.5314493179836839,-1.5422159026238276
-1.568238662511913,-1.5521506216228802,-1.557021018205413,-1.5727042191691047,-1.5636222885442965,-1.5604700070652733,-1.5578146630684557,-1.5641978757052157,-1.5648001035419092,-1.5661295406820548,-1.5844834263523613,-1.622212647072823,-1.6440205087206887,-1.5208444004473083,-1.5303710201426377
-1.54824064422517,-1.5517840572112875,-1.5448405369760243,-1.5490914951534678,-1.535119405871571,-1.555349955398228,-1.5242819242775387,-1.5548669012612668,-1.5621007689903883,-1.5635398968943233,-1.575073263375218,-1.6080745925436177,-1.4977913793404745,-1.509302412990308,-1.517970803390177
-1.5336122496910314,-1.5237673591545433,-1.5264236780700327,-1.522125889082435,-1.5155941959960604,-1.5356846958955432,-1.5117342227046382,-1.5429407042364258,-1.530043329932968,-1.5580818160512555,-1.5674693288296757,-1.5913179916966718,-1.4842442562617595,-1.4976901165741954,-1.505257341626152
-1.5146666874303623,-1.5220668919023888,-1.5112355055275508,-1.4939980190515374,-1.5080078962953243,-1.4901079618597601,-1.4941509238559239,-1.5223958814894594,-1.528697863957966,-1.5526518696051748,-1.5634933282257832,-1.4444027024687078,-1.4709989435648243,-1.4867717533145102,-1.492790802097366
-1.4992946999700687,-1.4868055501039252,-1.500681635767079,-1.4908523085599328,-1.497059255399611,-1.4777652139395108,-1.4891314831946,-1.5101964609860787,-1.5213557484489444,-1.545183408474843,-1.5626865117270148,-1.4282576877420683,-1.458740812675567,-1.4705661450835883,-1.481144590983784
-1.4819404260673061,-1.4839793058688002,-1.4693720210938184,-1.476586485731147,-1.4906087669854977,-1.4716092328883137,-1.480569847247456,-1.504064787404352,-1.5170452200384132,-1.53569691404094,-1.4092239592775138,-1.425581289363314,-1.4353771238483997,-1.4597357621077016,-1.4708749525476608
-1.4659599965238934,-1.461080582263689,-1.461632375549283,-1.4596466760309403,-1.4760320615722582,-1.4553191800001941,-1.4634802621576504,-1.4718079302761293,-1.5127428744271088,-1.5235794916204315,-1.4056488452147011,-1.4181746862047908,-1.4307436208243038,-1.4501709776024934,-1.4633394495451588
-1.4509257679102618,-1.4509990544243052,-1.4490479550268793,-1.4440279928881692,-1.4133815133803613,-1.4436013782733488,-1.4576235855798574,-1.465696221453448,-1.498825773853303,-1.3899079488483068,-1.4047979338246293,-1.4162196695489422,-1.429037743135878,-1.4423874843485955,-1.4608265265996747
-1.4346649718859152,-1.4266049881688538,-1.4395382463405462,-1.4399860471198538,-1.4037055221048638,-1.415852000699964,-1.4344210459445572,-1.4551853909810486,-1.4925869814881385,-1.381338819441503,-1.402432549149161,-1.4127373937457341,-1.428104150649324,-1.4314372716781605,-1.455609330913306
-1.4223976577390776,-1.4217456816714098,-1.39666857369538,-1.428001713507864,-1.3947319117525583,-1.4038018601521491,-1.432839141242089,-1.4514641939305515,-1.3550667561717993,-1.372751312498007,-1.399115789754923,-1.4090815513328132,-1.4261815758329268,-1.4281750067823613,-1.4500398080342596
-1.4082923946451884,-1.4101625395824267,-1.3908448715558486,-1.4147738362199023,-1.3842219486365952,-1.3975363927605664,-1.426061931500324,-1.4508053416779392,-1.3473442411323655,-1.3644029818982761,-1.3809450542690136,-1.4086318798976514,-1.4083577383460002,-1.427561714549089,-1.4465820571478354
-1.393563692563187,-1.3741863421091693,-1.3737981506485932,-1.3317348326319132,-1.3659314517363568,-1.38962065795584,-1.418290154104615,-1.3177312992409091,-1.333390982138728,-1.3565282750862198,-1.373014437084141,-1.4018882725682458,-1.4044977553722187,-1.4267233774929893,-1.4414923377921898
-1.3851160799361244,-1.3650320133997835,-1.3668268776884949,-1.327694427982494,-1.347670990187262,-1.3843976648183374,-1.4130494295208964,-1.3168567975803525,-1.3329810996946658,-1.3496189073748817,-1.3678712221943554,-1.3920667632275572,-1.4017097666533207,-1.4254873798028849,-0.8284603449811391
-1.359262260768843,-1.3598208215416365,-1.3618932331064593,-1.322456732685262,-1.3439129353796282,-1.3759906214167446,-1.292360641818802,-1.3158166598274252,-1.330893755646114,-1.3444898375153465,-1.36273504331497,-1.379457773682181,-1.3997595022374805,-0.7486231841870815,-0.7959688008792956
-1.3559742712995992,-1.3559139616563463,-1.3562205766535103,-1.315952196759163,-1.336022232999546,-1.3661421119838235,-1.2892461898610812,-1.3066224054656133,-1.3271118615321504,-1.3414570484957578,-1.357541634765598,-1.3644461033867814,-0.7368000557571404,-0.7425905147091466,-0.7655931811792589
-1.3179092870719447,-1.2822345157002355,-1.2690892014758013,-1.2874920834259895,-1.3307171885109095,-1.266206738291567,-1.282996129212998,-1.302396330638739,-1.3240642172490733,-1.3402890151188962,-1.3522150441247618,-0.7353385206007641,-0.7274996262472199,-0.7361034393595535,-0.7371786926029481
-1.3167733191713524,-1.280182476012423,-1.267586660839393,-1.2798762962072212,-1.3222891377261807,-1.263072642556979,-1.2812747545006096,-1.2994743053037126,-1.3141940212972154,-1.334646172748455,-0.6549743617323592,-0.702446104078821,-0.7168956073270656,-0.7315268998702079,-0.7109568231040648
-1.2676025776731137,-1.2684290841472776,-1.2658821796393978,-1.277101005027346,-1.244398054517619,-1.2603502581060824,-1.2803220910713424,-1.2958883468621256,-1.3117073950977398,-0.6443085741563965,-0.6527034874811137,-0.6700749523002341,-0.7063791452057883,-0.727805013942131,-0.6892076458007956
-1.266100638292871,-1.2676415333164515,-1.2083168243127744,-1.2694206708338145,-1.242147005240552,-1.2590825236513408,-1.2742688512454423,-1.2930415756706832,-0.6127920474167646,-0.6235700358558007,-0.6500933403763617,-0.6422773463549939,-0.638029858401512,-0.6664755630743209,-0.6748572773657872
-1.2597065003810515,-1.24625270117927,-1.2066070408944347,-1.2258726421409933,-1.2406430784062679,-1.2571620203574139,-1.2729129892577253,-0.5790526480597564,-0.6062432260409907,-0.6044493564398127,-0.6455584270074265,-0.6233431654816798,-0.6345549974452572,-0.6558011680600005,-0.6557488993837399
-1.2005867060334623,-1.243698577668674,-1.2050234957229546,-1.2228812138948009,-1.2383895147402912,-1.2542478216474637,-0.563032987280704,-0.576910531319903,-0.5744667048663024,-0.5873716843263066,-0.6368787181718184,-0.6036848391825075,-0.6279061102429354,-0.6438410142325313,-0.6357062047202644
-1.2005708753548803,-1.114818491262448,-1.194852289527318,-1.2221327497287477,-1.2362832147516913,-0.5500158638239744,-0.559240823722933,-0.5754608682866071,-0.5730748026695413,-0.5733712522196482,-0.6078918728173738,-0.5841270276125797,-0.6194345142575008,-0.636244441141625,-0.6182140686794734
-1.1126377100199552,-1.114714445306179,-1.192543898158874,-1.2181984520113955,-0.5427097204355604,-0.5425601918362755,-0.5438722987067992,-0.552769428016623,-0.5541902927350216,-0.5637939368513799,-0.5531725875806897,-0.574186050057355,-0.5980719280657051,-0.5629228819730863,-0.6064766358069033
-1.1126348669002382,-1.114358627222089,-1.1904033333981126,-0.5442525202412605,-0.5384522214121347,-0.5367624486415795,-0.5406589462227142,-0.5514780495271617,-0.5484382966603867,-0.5515676236825974,-0.530126705576208,-0.5559314898988836,-0.526409243344973,-0.5334918530242282,-0.5940835991362747
-0.9822465726546616,-1.1141559129900769,-0.5529426740824631,-0.5422992000464867,-0.5357319967867304,-0.5308801107431927,-0.5332276758681566,-0.5205653289373577,-0.5384392127219249,-0.539796833518908,-0.5155064299282782,-0.5470366216732105,-0.5080905260951971,-0.5163665516454757,-0.5678366987212679
-0.9822423758502239,-0.5668678710113316,-0.5526699489027173,-0.5413970098305084,-0.5327409487311441,-0.5294483432434057,-0.5146351957184061,-0.5110283007056575,-0.5037417197933413,-0.5321511289603743,-0.5054163240021978,-0.5327035263166139,-0.5013247470808707,-0.5068314511012222,-0.5626082159041473
-0.5827865443903983,-0.5668650776275336,-0.5523131856562183,-0.5391991267796,-0.5284176063885833,-0.5181743432443076,-0.5114008636762833,-0.5031276136029368,-0.4975193678431883,-0.49804244278723764,-0.49374507351184255,-0.4983829018668821,-0.4888862430385963,-0.49360898642960377,-0.508297133429558
-0.582729286059706,-0.566633657377614,-0.5515862378093114,-0.5362514510776465,-0.5222137566267355,-0.5085554687223083,-0.49043138353722837,-0.4698259099013573,-0.4651269572097431,-0.4624696598681289,-0.42455042629192163,-0.40703695820280034,-0.41464024077019507,-0.4167689400662115,-0.43225605752857593
-0.14975744801702703,-0.5666239949609873,-0.5510784759839347,-0.5344184971039182,-0.5170230721606587,-0.49745181916657255,-0.48883775402178514,-0.4617688283945496,-0.45766019582697365,-0.4150181342628501,-0.4023991420659789,-0.3645923867504432,-0.4033891960587612,-0.3971728684138277,-0.3281543607802338
-0.14975660809929242,0.04328536521987614,-0.5507981215498573,-0.5333611563654631,-0.5124040085372586,-0.49086840253322656,-0.46463509067739844,-0.45241030001930455,-0.4184807375297632,-0.40407566714601584,-0.3957328576954246,-0.3507533069271609,-0.38878365545956384,-0.3900418902195369,-0.3123179638254979
0.0454440414927883,0.043499669327888305,0.18067195253447083,-0.5318471824492833,-0.5094625326948647,-0.48476655517063255,-0.4586684081324035,-0.42986912554042805,-0.4080370638132006,-0.390181687225048,-0.3809866536350466,-0.34454376158821104,-0.3741776100021865,-0.37142676985826023,-0.286731597864593
0.04544476531123944,0.0437509660417564,0.18265201537678888,0.27345522911858916,-0.5052315456013632,-0.47830870045058266,-0.45384707386589723,-0.4281440266018971,-0.3991263995306275,-0.3684178479229785,-0.36899812508786856,-0.325360060973564,-0.2940838745202675,-0.3450986449765812,-0.2601126819197508
0.19366578597154976,0.0440241163906499,0.18692164292363628,0.2818995602347594,0.3408934752512149,-0.4706919441227229,-0.4362924177356087,-0.397325826244669,-0.3766151235755719,-0.35410696616106585,-0.32880136577829133,-0.31213554477826105,-0.2649526046735686,-0.2203065415992368,-0.24268946259796553
0.1936752643992629,0.3086729042369052,0.18815982762270334,0.2870080835760252,0.35323448311615924,0.3940693507135302,-0.4303799853319055,-0.3964815835511377,-0.37325576978409203,-0.33361665125916673,-0.269167465948633,-0.2871798637446612,-0.2476675964037725,-0.20637942438535492,-0.2055567949765298
0.3146349663623015,0.3106988498508149,0.19390801916296294,0.29879054565573715,0.36164515793411384,0.4099779237963924,0.453610495922438,-0.39393768756006947,-0.33839734229306706,-0.31226434485424054,-0.25798414777809503,-0.2669272834901688,-0.24428877337065236,-0.20405521141753516,-0.18823843251633146
0.3147303612911457,0.31285437113894876,0.19600104309188615,0.3070345299505498,0.37411746093114556,0.42560047402568596,0.45672512832555456,0.5008356209208265,-0.32851913994005216,-0.28866030008275634,-0.25138211900231294,-0.23980242889315184,-0.2347855361699372,-0.17568688116303224,-0.15568072278455097
0.41542067582153375,0.3155494447646598,0.4642518659334545,0.3227499573144577,0.38420175469711354,0.4328726789138877,0.47840659338149694,0.5073211967482124,0.5499685637335442,-0.2621860149373972,-0.24877305268628616,-0.20691139131288078,-0.1261052299249203,-0.08336714005664576,-0.1226262544578592
0.4161091446059034,0.482907368729509,0.4717245908706863,0.3283109318800232,0.4031481158666241,0.45156391322312595,0.4823447128637601,0.5081971454522856,0.5582901650861947,0.575885637821072,-0.24456764281423396,-0.178595095974228,-0.1186856275091331,-0.061244985976957086,-0.08630496930181147
0.4982127361725937,0.4919103513304533,0.4894788399916329,0.3380681378438296,0.4330355443522389,0.464663406378105,0.4946403602995033,0.5337819109787191,0.5871117257275571,0.6090710654000653,0.6512786669352114,-0.145707054569956,-0.1015103037908862,-0.05266938254753277,-0.04711194436196544
0.5017789310761185,0.5005025091711556,0.4936504175220206,0.5676694648015427,0.45595640988315933,0.4882505508911657,0.5486173779259192,0.5406143297755844,0.5976919415248614,0.6380410693003534,0.6574052237475445,0.6634288167950187,-0.08398296890692669,-0.04715088743642794,-0.0037403545689812636
0.5626371828457953,0.5157922233465555,0.5266653829096938,0.5914375770797468,0.4648613404792125,0.5383193569802969,0.5659928588317155,0.6160084425092974,0.6104052000859702,0.6622695348581317,0.6602075076555706,0.7066786743773104,0.7719784330623838,-0.042388659370905295,0.04560636760079114
0.5747352054752276,0.6010182272910507,0.5350299555777208,0.608948320385041,0.48827584964467663,0.5695132060406082,0.590525412824822,0.627351605100347,0.6257967729566052,0.6856277051741766,0.6790908680939636,0.7485968321801425,0.7921242274405279,0.8176311648999566,0.10335984045150257
0.6150048286164093,0.6251713158181733,0.6447875373618428,0.6302262689026005,0.671772193590769,0.5846820533801732,0.6167971255984248,0.6663810027045441,0.6349689023867864,0.6950740184153034,0.6902766377410442,0.7869425341160603,0.798536433170405,0.8200559043544372,0.809145215852812
0.6395604147602751,0.6390014410075111,0.6675273120405878,0.6521266004046333,0.7102297767338895,0.6090556485105367,0.6415249978938895,0.6951430775419961,0.7515240678348345,0.7288301776375815,0.7071551769841086,0.8175323209091729,0.8083013278100302,0.8223513710414668,0.8744782768451144
0.6727925275089025,0.6861825865618283,0.7001378814381495,0.7060838804006775,0.7272261885952445,0.640862753310868,0.6771538581798343,0.7205028071646872,0.761705373715587,0.7304880791029656,0.8518169237919737,0.8400632336645902,0.8460894872741339,0.8240419309580553,0.9265310336787033
0.7070239139680423,0.7153631504859232,0.7094932434325,0.7289555381192916,0.7623669605901361,0.7809238847887648,0.6979019530464704,0.7513197369968201,0.7970728865921366,0.7744372560417578,0.8693591816642817,0.8572265265286728,0.859656009364319,0.826137461881716,0.9695511596817824
0.7444418088350672,0.7690019510402426,0.7888771923401038,0.7476800925206176,0.7657724375038277,0.8443745659085121,0.804484795653462,0.7789588112774438,0.8198775319462058,0.7996595894375055,0.8876594750565474,0.9042627560735823,0.8707940674461501,1.0422149245458034,1.0055382317461723
0.7840185992092158,0.7780993965102605,0.8023093541494315,0.812133031342738,0.8047364762066213,0.8744348256127861,0.8238242806242126,0.7876613463288977,0.8525359609695763,0.8108748930396148,0.9390304359369666,0.9063354590209969,0.8826270306987477,1.0565469244201564,1.035853885412254
0.8280897254092422,0.8608799681590725,0.8417878524255626,0.8959063532015923,0.9100524189667104,0.8964103061868237,0.9625359136605691,0.952077342236274,0.8770202772707693,1.0211676355727954,0.970696453167363,0.9511087471851862,0.8893761361759553,1.0593561388297288,1.059291629974351
0.8711406883213315,0.8676727511045111,0.91457286384963,0.9338888261452757,0.9537206000714556,0.9178427263322002,0.9710508004361164,0.956096926200599,0.9067996609482976,1.0273791950449296,1.0089262401914143,0.9566654747650353,1.1641293207305392,1.0843525731679637,1.080002997435868
0.9216931947465662,0.9497861863011782,0.939724939173464,0.9454326938913213,0.9654851871488282,0.947531293485486,1.0063225995507232,0.9663898465772212,0.9647273926169524,1.0642898057421615,1.0573317952340908,0.9785848890448969,1.1792303305187213,1.0979415401619737,1.1002219750039934
0.9676297329149467,0.9517173159079143,0.957994269030633,0.97196260946605,0.99704268548458,0.9772675859306862,1.0108705800583382,1.0879117301898695,0.9734892855012434,1.1230355495130813,1.0651083859352353,1.0078644404265522,1.1911317480954973,1.1671435212873387,1.1260476004713464
1.0241367107511827,1.062532477083337,1.0814293962324872,1.0954285477958488,1.0281715519133499,1.1503847257477338,1.029916137841226,1.0974862526586533,1.203817845247625,1.151270762482431,1.0986680443302088,1.3100303334222694,1.20868194889789,1.1764141517683142,1.1528577187146887
1.0727848775684774,1.0632058598161511,1.1032122919277785,1.1233671438398631,1.1820617434931258,1.1833608986837887,1.2389534368432593,1.1223564784902522,1.2215793231514467,1.1771920826010054,1.1044995867282572,1.3293177426564187,1.2548864343393094,1.2065796122574977,1.207745666998558
1.1348447617719633,1.1625374233078924,1.1204606029205748,1.1244743719325088,1.196877429994194,1.2284426785529683,1.2537933574323055,1.1626519319647384,1.3083494487775893,1.2001818782656413,1.1218791181206114,1.3452334580673861,1.2708658402006265,1.2301798570139986,1.2564330717154257
1.1861495288309736,1.164530555228805,1.243385567274697,1.1663251454427097,1.2171269155311955,1.2330337337093478,1.2692547810825092,1.177119911323089,1.3547748937718416,1.2294672948458714,1.478465776910976,1.3644367552814984,1.3112251051802086,1.2885795597259102,1.273559491851576
1.2535087823880666,1.293499458372556,1.2562093699594719,1.3415165688750632,1.240980043454129,1.262003365946714,1.295508697836923,1.4586371832900358,1.3747216782023683,1.2685499478393503,1.4874553638065053,1.387484914242377,1.3172033501575415,1.338568013067524,1.2910540904543037
1.307456481482523,1.2966346605282486,1.2806016110721543,1.3814179973685463,1.2763764574864491,1.2810489367828266,1.317333414434923,1.481088853423302,1.4041907814781123,1.3211266487206677,1.4989631618063086,1.418396792217544,1.3707233578606,1.3777009464398247,1.3111412217001661
1.379968674456264,1.4065599676978133,1.4455150103769756,1.3870548314987965,1.5017818095381126,1.5298110505138196,1.3642735999467617,1.5261649446338268,1.415622024410345,1.6468651085901689,1.5118261042474817,1.4431574874257624,1.4363224106357786,1.3890485618625557,1.804600339546519
1.4365652890119571,1.4106928096690092,1.4717654732384944,1.407242369556441,1.5381020601533508,1.5367547949700422,1.3877354761554384,1.5746612771177506,1.4367859900024302,1.6721215892956212,1.5184470049114835,1.4759047600214097,1.4781352142376432,1.396666073939815,1.8280775931171556
1.51416080294231,1.5564779127650779,1.4813074766491596,1.5996266263402048,1.5686717233628151,1.5581760640009938,1.7063448160246193,1.5802357057685585,1.4411586244005532,1.6922139446054145,1.6015482281657984,1.5275268124217123,1.5025523299549681,1.9276885210586048,1.8555768556341004
1.5734222635652755,1.561368712025795,1.640108279407775,1.6151467063118994,1.5772678804866156,1.5701329998009463,1.7365006746629525,1.6143584896886172,1.8462650348072072,1.6999974896890866,1.6199833677605382,1.5677592166980021,1.5035565715984804,1.9476820070538068,1.9052434201927033
