1_31,2_31,3_31,4_31,5_31,6_31,7_31,8_31,9_31,10_31,11_31,12_31,13_31,14_31,15_31
1.2625939794081353,1.334315234662796,1.3719936107663442,1.4451585776654976,1.494018545504973,1.569788067731685,1.6012190528374803,1.661068023427229,1.6641417709282178,0.20173221047330137,0.31580732959052343,0.3813998272624158,0.5097254046196672,0.44507635848484006,0.47785396405371416
1.2999149500990856,1.3390314624404316,1.436490298121352,1.454218962474758,1.5091188611276551,1.5770792982262634,1.6317796749256632,1.6803685650844276,1.7007102709093707,1.7027345975491872,0.3161651205671287,0.3924532384646508,0.5265669717968106,0.469318479311967,0.5688583142536596
1.3425617322272467,1.4088252146344007,1.445562815415326,1.5351030569828887,1.5955538505106601,1.6002671776832078,1.6748215402243156,1.703910943521248,1.7391185623465615,1.800829581365382,1.8536792203866532,0.39637845920747616,0.5520770301470828,0.7575915884749371,0.6666089220304666
1.3897620083219036,1.4146781059343112,1.4517579083247252,1.5452203259550437,1.6204906746745278,1.6212521504415511,1.7019083961336001,1.7276069192822687,1.7731209998549113,1.873648940317925,1.8711372176090773,1.9730662382436601,0.5557946045310151,0.7626236620298473,0.7777978256052561
1.442116128630425,1.5069960343062703,1.57084759369707,1.5629748143580877,1.62241628333513,1.7241454821520423,1.7262290488299041,1.750683751781037,1.9120510094740262,1.9233572255611844,1.9491830291707806,1.9898885349041893,2.050303548468811,0.7651703860179854,0.9062446962502159
1.4988779786051238,1.5085845460004081,1.5746039399621068,1.5702204106583715,1.6446182001707776,1.7540212296802504,1.751457806040471,1.7725056143482518,1.9246906932478045,1.9450771655725405,1.966808644981149,2.004272558819026,2.0585960170964688,2.120336793834536,1.059889311646558
1.5606137082674736,1.6209508781556086,1.5793653158741074,1.7443013967916652,1.659072011504877,1.774082474662405,1.7616163436762997,1.945617358149199,1.9373193644456577,1.9646482425925804,2.003569188774835,2.0169529046741963,2.0678847909106253,2.122542750508341,2.18077493989522
1.6263917223661868,1.624163894679025,1.7443936876573465,1.7523150339468296,1.8494050453719448,1.786048654877554,1.7832309606235222,1.9890119522675433,1.958854575509528,1.9834171766188091,2.014054753453549,2.025944040632925,2.0808241196549027,2.123681822675323,2.310873118032935
1.6969915448538004,1.7565461632563435,1.750872285390084,1.7549595470321104,1.8750028233018203,1.8020472897952944,2.0494849674389903,2.0131437781881285,1.9844986667821698,2.0047669103977563,2.0285427453745943,2.062990571426994,2.0833859421309984,2.411563269243004,2.396997895207616
1.7712033330921035,1.7567452076571668,1.7531094847556905,1.7603457362748773,1.881817320879465,1.8191048467297364,2.0590957033323933,2.0239085906679763,2.041685590924841,2.0300419687998357,2.0594302349033984,2.0686271118076283,2.46016327279427,2.4217470557598033,2.4571859221034265
1.8500906310831042,1.906009322301496,1.9646710823390938,2.017944694128931,1.8877637745628646,2.1385917062171726,2.063170999753739,2.043947868011564,2.052106924085494,2.058853070985435,2.067879796024421,2.498975477188769,2.4737287666386423,2.4367130892386757,2.5029351269526314
1.9321435953607689,1.909155971988427,1.966499045554882,2.0288825838022286,1.891111862924806,2.1481624558051045,2.086218282119202,2.0566609884936957,2.063776790955342,2.0909984828255324,2.5197473827796757,2.5067012707644274,2.4992953256623753,2.5261376462231238,2.53590015150679
2.018754599519212,2.0748063130404537,1.9710895244030164,2.0328701031358514,2.2457919840843847,2.150053016683022,2.1017444713436633,2.070185059644467,2.0707234741204266,2.5488987535055956,2.5200968095847363,2.525967341747371,2.514506443146801,2.556004347759496,2.579509185455255
2.1080751197542393,2.0763333196646916,2.2213719563712933,2.034056030594282,2.2479533893019474,2.1626970994085846,2.107189485442654,2.0882304958127706,2.576558770609931,2.5783438886706844,2.585287477615266,2.534034847865234,2.5372622049436595,2.5721574044209112,2.5999739971263898
2.2018853695329863,2.2563592315372243,2.2243618884173038,2.369172542409308,2.256702856886515,2.1707146971025852,2.110506265928352,2.599203260740901,2.596015228708448,2.6019501852766327,2.6021785210853365,2.5434500634149817,2.5914775345069936,2.6161439637309405,2.6478869325020904
2.297923444495465,2.259316609192676,2.2266128479344034,2.3739256208675545,2.266198406582483,2.1779695878552827,2.6314696778682953,2.6241656879102466,2.620481758278006,2.625205869838823,2.632090747296485,2.6481792723570208,2.6098859608183056,2.6281287101672377,2.6645037203982147
2.398455805433311,2.452911120040733,2.5105092869199526,2.379285650031543,2.267303843658287,2.6709462308433736,2.65808229003678,2.6530539379463853,2.648335494050395,2.6514170940649966,2.656554822930302,2.674507094027865,2.6221662442092,2.688550209873666,2.6987481763444228
2.500662162889357,2.4581706822383587,2.5121403752204725,2.381662778809838,2.7167178602708018,2.6980777488980636,2.6884652077671216,2.6835401531168497,2.6762487050466746,2.6727078360674166,2.6774210404358185,2.720397741161432,2.760132758346083,2.7093369568283663,2.7327696095920033
2.6074927853787457,2.6632662542245837,2.5157176089833984,2.767476647545322,2.7430901756258765,2.727893418179197,2.718085072123874,2.7115200548681417,2.7095053855218336,2.686625948781826,2.7054831453059376,2.7462068920199716,2.7841565389529026,2.7248756466270256,2.7790188105640277
2.715234301238272,2.665545714052031,2.822260601970613,2.7923638704293197,2.771072762775142,2.7553162370606823,2.7430705725618574,2.7332602208838868,2.729488205746998,2.7111389609097736,2.719005539487031,2.7620456636479687,2.804308080563072,2.8610309004008934,2.8308681827214905
2.828039782218454,2.8801123579667847,2.8448589108780697,2.8175580052210845,2.79535522872695,2.7765640636945412,2.7604003873903644,2.7456028760527045,2.7406830045615784,2.741410346337288,2.767157472723746,2.779600462968395,2.8158559255250144,2.871828626177966,2.8859990824929307
2.939903072827083,2.899192194196659,2.866081918423307,2.837607008303651,2.812351535027673,2.7893651349068764,2.7686293090382694,2.753776560746675,2.7441252182753506,2.776322309308205,2.778131482958477,2.786174800000507,2.8217640137553395,2.876996990411899,2.943574351008956
